date,JulianDay,GPP.daily.raw,GPP.daily.sd,ER.daily.raw,ER.daily.sd,K600.daily.raw,K600.daily.sd,GPP.sd.cond,GPP.final,GPP.final.pos,ER.sd.cond,ER.final,DO.obs,DO.mod,DO.sat,light_sum,light_DLI,Q.cms,depth.m,AtmPressure,SpCond,turbidity,pH,tempwater,Year,Month,DO.diff,ENSO.cat,turbidity.cap
7/5/2007,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.169,NA,7.098314336,58749.808,52.8748272,24.415,0.655,849.6449783,348.8229167,101.85,8.611875,23.451,2007,Jul,NA,EN,101.85
7/6/2007,187,1.836,0.36,-1.486,0.427,7.215,1.294,-0.705,1.836,1.836,0.837,-1.486,7.139,7.13,7.054938071,67122.64,60.410376,23.11,0.634,849.7278209,350.21875,29.86785714,8.766486486,23.636,2007,Jul,0.009,EN,29.86785714
7/7/2007,188,1.35,0.338,-1.151,0.436,6.876,1.415,-0.662,1.35,1.35,0.854,-1.151,7.196,7.198,7.176161932,60490.976,54.4418784,23.805,0.645,846.4331146,350.3333333,28.20104167,NA,22.497,2007,Jul,-0.002,EN,28.20104167
7/8/2007,189,1.58,0.344,-1.388,0.431,6.504,1.22,-0.674,1.58,1.58,0.844,-1.388,7.126,7.113,7.074225188,66060.384,59.4543456,22.068,0.617,842.677547,350.5208333,27.55104167,NA,23.148,2007,Jul,0.013,EN,27.55104167
7/9/2007,190,1.437,0.354,-1.396,0.46,6.214,1.286,-0.693,1.437,1.437,0.901,-1.396,7.089,7.091,7.07920483,65097.76,58.587984,23.299,0.637,842.9374675,351,26.08020833,NA,23.187,2007,Jul,-0.002,EN,26.08020833
7/10/2007,191,0.866,0.285,-0.936,0.42,5.219,1.267,-0.558,0.866,0.866,0.824,-0.936,7.141,7.13,7.158600782,56848.064,51.1632576,23.525,0.641,845.2928242,349.84375,26.075,NA,22.848,2007,Jul,0.011,EN,26.075
7/11/2007,192,0.796,0.31,-1.335,0.462,5.789,1.288,-0.607,0.796,0.796,0.905,-1.335,6.973,6.94,7.034536006,64039.456,57.6355104,22.823,0.629,847.9500873,348.8125,25.665625,NA,23.749,2007,Jul,0.033,EN,25.665625
7/12/2007,193,0.275,0.253,-0.936,0.445,3.702,1.265,-0.496,0.275,0.275,0.872,-0.936,6.864,6.841,7.045258226,59864.272,53.8778448,26.4,0.685,846.9821,347.5,24.7625,NA,23.659,2007,Jul,0.023,EN,24.7625
7/13/2007,194,1.347,0.443,-1.945,0.746,8.926,2.312,-0.869,1.347,1.347,1.461,-1.945,7.085,7.091,7.23202972,62157.888,55.9420992,26.341,0.685,848.0796454,353.28125,607.2966667,NA,22.376,2007,Jul,-0.006,EN,607.2966667
7/14/2007,195,2.707,0.45,-2.82,0.548,9.575,1.458,-0.883,2.707,2.707,1.074,-2.82,7.036,7.032,7.062550497,72410.832,65.1697488,26.075,0.681,847.5417778,351.65625,127.1892473,NA,23.501,2007,Jul,0.004,EN,127.1892473
7/15/2007,196,1.569,0.369,-1.493,0.473,7.425,1.544,-0.724,1.569,1.569,0.928,-1.493,7.094,7.098,7.094124724,64954.448,58.4590032,24.031,0.649,846.3295891,349.5729167,53.75416667,NA,23.179,2007,Jul,-0.004,EN,53.75416667
7/16/2007,197,1.663,0.358,-1.748,0.458,6.616,1.244,-0.703,1.663,1.663,0.897,-1.748,6.948,6.939,6.942539708,71193.616,64.0742544,23.677,0.643,844.9747093,349.2708333,32.00208333,NA,24.256,2007,Jul,0.009,EN,32.00208333
7/17/2007,198,1.482,0.344,-1.609,0.457,6.903,1.346,-0.674,1.482,1.482,0.895,-1.609,6.89,6.881,6.906365139,70114.72,63.103248,23.923,0.647,844.3758586,348,30.02708333,NA,24.502,2007,Jul,0.009,EN,30.02708333
7/18/2007,199,0.832,0.287,-0.745,0.398,5.471,1.374,-0.562,0.832,0.832,0.779,-0.745,6.962,6.962,6.948097166,58017.232,52.2155088,23.817,0.645,844.1324049,346.9166667,29.57708333,NA,24.151,2007,Jul,0,EN,29.57708333
7/19/2007,200,-0.052,0.26,-0.808,0.46,5.862,1.635,-0.509,-0.052,0.1,0.902,-0.808,6.921,6.904,7.050282186,63556.272,57.2006448,24.394,0.654,843.5959098,347.03125,27.35833333,NA,23.44,2007,Jul,0.017,EN,27.35833333
7/20/2007,201,0.941,0.331,-0.818,0.477,8.148,1.991,-0.649,0.941,0.941,0.934,-0.818,6.989,6.991,7.027281383,62365.68,56.129112,24.01,0.648,844.8418145,349.84375,245.5094737,NA,23.692,2007,Jul,-0.002,EN,245.5094737
7/21/2007,202,-0.046,0.2,-0.77,0.383,4.94,1.474,-0.391,-0.046,0.1,0.751,-0.77,6.887,6.875,7.019784113,34077.264,30.6695376,24.641,0.658,847.04241,347.3854167,33.24166667,NA,23.904,2007,Jul,0.012,EN,33.24166667
7/22/2007,203,0.845,0.337,-1.642,0.653,8.39,2.338,-0.661,0.845,0.845,1.281,-1.642,6.906,6.912,7.076416891,58884.384,52.9959456,22.462,0.623,848.571992,361.8958333,600.1119565,NA,23.486,2007,Jul,-0.006,EN,600.1119565
7/23/2007,204,0.477,0.279,-1.036,0.43,5.17,1.396,-0.546,0.477,0.477,0.844,-1.036,6.782,6.746,6.840410027,62185.344,55.9668096,22.609,0.626,846.9226816,352.0520833,175.5385417,NA,25.055,2007,Jul,0.036,EN,175.5385417
7/24/2007,205,0.517,0.291,-1.078,0.635,6.86,2.086,-0.57,0.517,0.517,1.244,-1.078,6.896,6.902,7.10404717,52039.52,46.835568,22.321,0.621,844.8897016,438.5,674.3531915,NA,23.092,2007,Jul,-0.006,EN,674.3531915
7/25/2007,206,0.881,0.283,-0.788,0.4,7.002,1.727,-0.555,0.881,0.881,0.783,-0.788,6.983,6.988,6.966911404,57048.368,51.3435312,20.343,0.588,844.364852,375.46875,371.3355556,NA,24.016,2007,Jul,-0.005,EN,371.3355556
7/26/2007,207,0.597,0.273,-0.636,0.429,7.46,1.997,-0.535,0.597,0.597,0.842,-0.636,7.149,7.144,7.183827963,35289.488,31.7605392,21.346,0.605,844.8548251,344.9375,42.52395833,NA,22.58,2007,Jul,0.005,EN,42.52395833
7/27/2007,208,1.091,0.323,-1.088,0.428,8.656,1.763,-0.634,1.091,1.091,0.838,-1.088,7.092,7.09,7.083187848,66544.816,59.8903344,25.976,0.679,845.9893138,348.0416667,69.23645833,NA,23.227,2007,Jul,0.002,EN,69.23645833
7/28/2007,209,0.827,0.241,-1.061,0.385,6.527,1.42,-0.472,0.827,0.827,0.754,-1.061,6.975,6.972,7.02121755,44517.408,40.0656672,22.366,0.622,844.3658382,345.8645833,98.2,NA,23.611,2007,Jul,0.003,EN,98.2
7/29/2007,210,0.968,0.295,-0.582,0.392,6.789,1.702,-0.578,0.968,0.968,0.769,-0.582,7.091,7.085,7.027964423,53399.216,48.0592944,21.307,0.604,844.0264449,343.3645833,64.76354167,NA,23.61,2007,Jul,0.006,EN,64.76354167
7/30/2007,211,0.573,0.261,-0.756,0.402,6.508,1.629,-0.511,0.573,0.573,0.788,-0.756,6.967,6.965,6.981080689,58288.048,52.4592432,18.845,0.562,844.9008969,347.7604167,122.0677419,NA,23.996,2007,Jul,0.002,EN,122.0677419
7/31/2007,212,0.738,0.288,-1.08,0.434,7.226,1.746,-0.564,0.738,0.738,0.85,-1.08,6.8,6.794,6.855153018,62128.352,55.9155168,18.767,0.561,844.9032072,361.3333333,297.0813187,NA,24.919,2007,Jul,0.006,EN,297.0813187
8/1/2007,213,0.322,0.236,-0.201,0.37,5.533,1.784,-0.462,0.322,0.322,0.725,-0.201,6.934,6.93,6.918583798,55619.616,50.0576544,18.875,0.563,844.5252908,348.8854167,199.4333333,NA,24.483,2007,Aug,0.004,EN,199.4333333
8/2/2007,214,0.882,0.323,-0.246,0.384,6.966,1.913,-0.633,0.882,0.882,0.753,-0.246,7.093,7.096,6.998929792,46861.776,42.1755984,18.933,0.564,846.1865331,355.1458333,371.3342697,NA,23.987,2007,Aug,-0.003,EN,371.3342697
8/3/2007,215,1.024,0.3,-0.249,0.377,6.547,1.534,-0.588,1.024,1.024,0.738,-0.249,7.017,7.014,6.845315358,57831.904,52.0487136,20.082,0.584,846.677877,340.1458333,43.47604167,NA,25.099,2007,Aug,0.003,EN,43.47604167
8/4/2007,216,0.626,0.284,-0.284,0.378,5.962,1.509,-0.557,0.626,0.626,0.741,-0.284,6.938,6.931,6.821086339,66645.488,59.9809392,21.376,0.605,845.5851447,338.4479167,40.93958333,NA,25.203,2007,Aug,0.007,EN,40.93958333
8/5/2007,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.899,NA,6.861476605,67378.064,60.6402576,21.576,0.609,844.2704833,339.4583333,67.03229167,NA,24.83,2007,Aug,NA,EN,67.03229167
8/6/2007,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.728,NA,6.978170273,54621.216,49.1590944,18.815,0.561,843.7654691,347.0729167,369.113125,8.301515152,23.958,2007,Aug,NA,EN,369.113125
8/7/2007,219,0.395,0.242,-1.077,0.495,10.021,2.595,-0.475,0.395,0.395,0.97,-1.077,6.855,6.856,6.985224491,53574.352,48.2169168,17.993,0.547,844.3116257,409.5104167,1161.218605,8.410729167,23.937,2007,Aug,-0.001,EN,1161.218605
8/8/2007,220,1.042,0.356,-1.022,0.474,9.055,2.246,-0.699,1.042,1.042,0.93,-1.022,6.898,6.899,6.918798197,66958.736,60.2628624,17.913,0.546,844.8243247,352.5104167,656.6592105,8.545416667,24.484,2007,Aug,-0.001,EN,656.6592105
8/9/2007,221,1.166,0.329,-1.12,0.45,9.093,2.012,-0.645,1.166,1.166,0.881,-1.12,6.925,6.924,6.931040271,63740.56,57.366504,18.103,0.549,846.2862009,341.7708333,97.51041667,8.571666667,24.535,2007,Aug,0.001,EN,97.51041667
8/10/2007,222,0.918,0.287,-0.969,0.413,7.068,1.689,-0.563,0.918,0.918,0.809,-0.969,6.922,6.915,6.927580311,57465.408,51.7188672,18.1,0.549,847.2363263,338.21875,51.11145833,8.598125,24.512,2007,Aug,0.007,EN,51.11145833
8/11/2007,223,1.422,0.355,-1.608,0.503,8.204,1.737,-0.696,1.422,1.422,0.985,-1.608,6.832,6.834,6.879425584,63853.504,57.4681536,20.632,0.593,847.022761,338.625,46.28958333,8.592395833,24.962,2007,Aug,-0.002,EN,46.28958333
8/12/2007,224,1.315,0.355,-1.183,0.444,7.862,1.619,-0.696,1.315,1.315,0.871,-1.183,6.915,6.911,6.905606804,60089.12,54.080208,21.466,0.607,848.8087796,336.2604167,51.12083333,8.5721875,24.858,2007,Aug,0.004,EN,51.12083333
8/13/2007,225,1.509,0.364,-1.475,0.45,8.219,1.587,-0.713,1.509,1.509,0.883,-1.475,6.869,6.868,6.863076041,65209.456,58.6885104,21.22,0.603,848.7562582,334.46875,45.52708333,8.608958333,25.063,2007,Aug,0.001,EN,45.52708333
8/14/2007,226,1.47,0.348,-1.567,0.46,8.304,1.566,-0.682,1.47,1.47,0.902,-1.567,6.868,6.864,6.889097925,63299.392,56.9694528,21.19,0.602,846.8401605,333.8125,43.084375,8.638333333,24.723,2007,Aug,0.004,EN,43.084375
8/15/2007,227,1.725,0.378,-2.201,0.535,8.661,1.546,-0.742,1.725,1.725,1.048,-2.201,6.822,6.82,6.89517802,64087.92,57.679128,23.66,0.643,844.8926333,329.9791667,42.34270833,8.653541667,24.63,2007,Aug,0.002,EN,42.34270833
8/16/2007,228,1.334,0.345,-1.517,0.499,8.188,1.679,-0.677,1.334,1.334,0.977,-1.517,6.939,6.936,6.991573584,50812.528,45.7312752,23.727,0.644,845.3933477,321.53125,48.921875,8.626354167,23.998,2007,Aug,0.003,EN,48.921875
8/17/2007,229,1.7,0.395,-1.256,0.442,8.981,1.664,-0.775,1.7,1.7,0.867,-1.256,6.949,6.943,6.880349829,62860.72,56.574648,23.678,0.643,845.9615253,324.8125,41.07291667,8.5834375,24.741,2007,Aug,0.006,EN,41.07291667
8/18/2007,230,1.823,0.418,-1.08,0.455,10.09,1.977,-0.819,1.823,1.823,0.891,-1.08,6.962,6.964,6.882425636,61663.68,55.497312,23.703,0.643,844.1773276,322.8541667,38.365625,8.568125,24.669,2007,Aug,-0.002,EN,38.365625
8/19/2007,231,1.515,0.351,-0.623,0.403,8.102,1.557,-0.688,1.515,1.515,0.791,-0.623,7.047,7.04,6.913323813,59719.296,53.7473664,24.063,0.649,844.2208363,320.3958333,34.47395833,8.60125,24.465,2007,Aug,0.007,EN,34.47395833
8/20/2007,232,1.649,0.385,-0.467,0.396,8.567,1.654,-0.756,1.649,1.649,0.776,-0.467,7.194,7.191,7.028274504,62055.552,55.8499968,23.087,0.633,844.4770053,319.96875,34.39791667,8.5821875,23.593,2007,Aug,0.003,EN,34.39791667
8/21/2007,233,1.49,0.344,-0.635,0.382,8.092,1.5,-0.675,1.49,1.49,0.749,-0.635,7.147,7.138,6.994296342,61623.328,55.4609952,23.856,0.646,843.5083917,317.90625,30.85104167,8.608333333,23.73,2007,Aug,0.009,EN,30.85104167
8/22/2007,234,1.149,0.32,-0.489,0.392,7.677,1.486,-0.627,1.149,1.149,0.769,-0.489,7.135,7.132,7.030062329,56755.92,51.080328,24.103,0.65,841.8972061,315.8958333,30.55520833,8.616354167,23.443,2007,Aug,0.003,EN,30.55520833
8/23/2007,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.001,NA,7.02849313,58029.92,52.226928,25.365,0.67,842.4463549,313.53125,29.17916667,8.628020833,23.482,2007,Aug,NA,EN,29.17916667
8/24/2007,236,1.326,0.301,-0.971,0.402,5.906,1.212,-0.591,1.326,1.326,0.789,-0.971,6.984,6.982,6.92161692,54024.256,48.6218304,23.445,0.639,842.9917304,313.75,29.51411765,8.627176471,24.391,2007,Aug,0.002,EN,29.51411765
8/25/2007,237,1.402,0.305,-1.382,0.417,6.4,1.273,-0.598,1.402,1.402,0.817,-1.382,6.97,6.959,6.955611704,56491.968,50.8427712,22.883,0.63,845.0795453,316.90625,25.98645833,8.638020833,24.201,2007,Aug,0.011,EN,25.98645833
8/26/2007,238,1.624,0.349,-1.668,0.469,7.548,1.479,-0.685,1.624,1.624,0.919,-1.668,7.012,7.008,7.041366355,57776.368,51.9987312,23.414,0.639,845.2256428,315.6666667,25.48854167,8.622708333,23.54,2007,Aug,0.004,EN,25.48854167
8/27/2007,239,1.559,0.312,-1.776,0.453,6.94,1.325,-0.612,1.559,1.559,0.887,-1.776,6.969,6.968,7.00899057,54911.168,49.4200512,21.982,0.615,845.2937956,314.0208333,26.14479167,8.579270833,23.826,2007,Aug,0.001,EN,26.14479167
8/28/2007,240,1.736,0.363,-2.123,0.519,7.3,1.384,-0.711,1.736,1.736,1.018,-2.123,6.883,6.874,6.954051405,58053.424,52.2480816,21.548,0.608,845.6489154,315.3541667,23.44270833,8.641979167,24.298,2007,Aug,0.009,EN,23.44270833
8/29/2007,241,-0.354,0.246,-1.066,0.452,2.778,1.192,-0.482,-0.354,0.1,0.887,-1.066,6.743,6.736,7.192801243,57216.64,51.494976,22.093,0.617,848.7443026,314.25,25.47291667,8.604583333,22.852,2007,Aug,0.007,EN,25.47291667
8/30/2007,242,0.499,0.265,-1.882,0.691,8.038,2.188,-0.52,0.499,0.499,1.355,-1.882,6.694,6.699,7.004626285,60551.712,54.4965408,20.773,0.595,851.3845638,342.9166667,730.7229885,8.38375,24.109,2007,Aug,-0.005,EN,730.7229885
8/31/2007,243,-0.833,0.205,-0.186,0.427,3.081,1.367,-0.401,NA,NA,0.836,-0.186,6.928,6.923,7.179452188,46436.624,41.7929616,22.494,0.623,849.059855,317.5208333,207.8617021,8.497708333,22.742,2007,Aug,0.005,EN,207.8617021
9/1/2007,244,-0.246,0.208,-2.446,0.862,9.074,2.351,-0.408,-0.246,0.1,1.69,-2.446,6.7,6.704,7.165868743,50417.328,45.3755952,21.508,0.608,848.3566588,331.7604167,691.7703297,8.2615625,22.863,2007,Sep,-0.004,EN,691.7703297
9/2/2007,245,0.557,0.285,-3.328,0.973,10.087,2.499,-0.559,0.557,0.557,1.907,-3.328,6.708,6.706,7.141667838,52866.112,47.5795008,20.01,0.582,848.8882199,340.5104167,1162.626923,8.293958333,23.049,2007,Sep,0.002,EN,1162.626923
9/3/2007,246,0.655,0.287,-2.307,0.656,10.189,2.371,-0.563,0.655,0.655,1.286,-2.307,6.831,6.833,7.088034124,58095.024,52.2855216,19.164,0.568,847.9310659,326.75,814.5962025,8.4146875,23.237,2007,Sep,-0.002,EN,814.5962025
9/4/2007,247,0.748,0.294,-2.105,0.61,9.028,2.162,-0.576,0.748,0.748,1.196,-2.105,6.837,6.836,7.067555355,57607.472,51.8467248,19.227,0.569,843.8392646,322.03125,229.575,8.509583333,23.141,2007,Sep,0.001,EN,229.575
9/5/2007,248,0.835,0.288,-2.39,0.701,9.614,2.376,-0.565,0.835,0.835,1.373,-2.39,6.826,6.833,7.099410763,36548.304,32.8934736,19.542,0.574,841.4225849,320.5833333,137.3635417,8.513229167,22.925,2007,Sep,-0.007,EN,137.3635417
9/6/2007,249,1.01,0.345,-1.554,0.561,9.76,2.397,-0.675,1.01,1.01,1.099,-1.554,7.225,7.229,7.333562181,53623.856,48.2614704,18.481,0.556,843.5683397,318.9895833,91.10625,8.526458333,21.479,2007,Sep,-0.004,EN,91.10625
9/7/2007,250,1.336,0.34,-1.62,0.482,8.096,1.754,-0.666,1.336,1.336,0.944,-1.62,7.011,7.009,7.073041773,56446,50.8014,17.741,0.542,845.5510713,318.625,54.84479167,8.542083333,23.343,2007,Sep,0.002,EN,54.84479167
9/8/2007,251,0.843,0.267,-1.061,0.438,6.491,1.603,-0.523,0.843,0.843,0.859,-1.061,7.057,7.076,7.144144644,43858.256,39.4724304,17.477,0.538,845.1669485,318.3854167,53.034375,8.637291667,22.831,2007,Sep,-0.019,EN,53.034375
9/9/2007,252,1.061,0.311,-1.075,0.436,6.993,1.768,-0.609,1.061,1.061,0.855,-1.075,7.299,7.296,7.32193086,51060.672,45.9546048,17.892,0.545,846.4205085,317.9270833,45.128125,8.608541667,21.698,2007,Sep,0.003,EN,45.128125
9/10/2007,253,1.238,0.313,-1.405,0.455,6.554,1.404,-0.614,1.238,1.238,0.892,-1.405,7.159,7.157,7.22691151,53078.48,47.770632,17.981,0.547,848.0632743,318.6875,45.86979167,8.530833333,22.522,2007,Sep,0.002,EN,45.86979167
9/11/2007,254,1.223,0.293,-1.514,0.429,6.75,1.382,-0.574,1.223,1.223,0.841,-1.514,7.162,7.168,7.220544844,49669.984,44.7029856,18.097,0.549,849.7996266,318.90625,53.33645833,8.697395833,22.411,2007,Sep,-0.006,EN,53.33645833
9/12/2007,255,1.067,0.284,-1.63,0.484,6.101,1.436,-0.557,1.067,1.067,0.949,-1.63,7.21,7.197,7.373539206,53654.64,48.289176,18.307,0.553,846.2012319,318.0833333,41.171875,8.6703125,21.212,2007,Sep,0.013,EN,41.171875
9/13/2007,256,2.087,0.461,-3.305,0.747,10.047,1.959,-0.904,2.087,2.087,1.465,-3.305,7.101,7.105,7.326385841,55602.768,50.0424912,18.127,0.549,845.4118042,318.6666667,43.015625,8.659479167,21.581,2007,Sep,-0.004,EN,43.015625
9/14/2007,257,1.336,0.326,-1.391,0.44,7.874,1.663,-0.638,1.336,1.336,0.862,-1.391,7.283,7.276,7.289566063,54134.496,48.7210464,20.266,0.587,847.1218478,318.40625,43.32708333,8.688333333,21.96,2007,Sep,0.007,EN,43.32708333
9/15/2007,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.263,NA,7.281061277,54234.336,48.8109024,20.237,0.586,848.5986787,316.4375,48.075,8.6,21.983,2007,Sep,NA,EN,48.075
9/16/2007,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.284,NA,7.340439435,32258.512,29.0326608,21.04,0.6,845.9813201,316.8333333,42.27083333,8.605416667,21.299,2007,Sep,NA,EN,42.27083333
9/17/2007,260,0.371,0.228,-1.145,0.428,3.85,1.235,-0.447,0.371,0.371,0.839,-1.145,7.206,7.182,7.438868303,49824.736,44.8422624,21.312,0.604,842.4989252,316.90625,41.66666667,8.573229167,20.675,2007,Sep,0.024,EN,41.66666667
9/18/2007,261,1.185,0.335,-1.11,0.487,8.671,2.106,-0.656,1.185,1.185,0.955,-1.11,7.384,7.387,7.43455207,54041.936,48.6377424,21.19,0.602,845.3576612,338.15625,661.6,8.442708333,20.815,2007,Sep,-0.003,EN,661.6
9/19/2007,262,0.72,0.237,-1.017,0.408,7.067,1.695,-0.465,0.72,0.72,0.8,-1.017,7.357,7.375,7.403976759,25282.608,22.7543472,21.14,0.601,845.2911262,321.9375,80.99583333,8.650208333,20.946,2007,Sep,-0.018,EN,80.99583333
9/20/2007,263,0.187,0.178,-1.005,0.42,7.352,2.145,-0.349,0.187,0.187,0.824,-1.005,7.473,7.473,7.611871818,35049.664,31.5446976,20.205,0.586,845.4124815,322.5,62.35208333,8.5509375,19.661,2007,Sep,0,EN,62.35208333
9/21/2007,264,0.944,0.292,-1.012,0.437,7.311,1.934,-0.573,0.944,0.944,0.856,-1.012,7.263,7.264,7.308543099,50220.352,45.1983168,19.645,0.576,846.4228265,353.09375,531.2708791,8.451770833,21.699,2007,Sep,-0.001,EN,531.2708791
9/22/2007,265,0.678,0.236,-0.774,0.386,5.582,1.581,-0.462,0.678,0.678,0.756,-0.774,7.262,7.276,7.294449917,37156.496,33.4408464,19.599,0.575,845.271107,338.6145833,98.803125,8.6521875,21.594,2007,Sep,-0.014,EN,98.803125
9/23/2007,266,0.079,0.236,-0.671,0.381,3.919,1.527,-0.463,0.079,0.079,0.747,-0.671,7.296,7.285,7.499232637,48790.976,43.9118784,17.239,0.533,842.1548159,332.0208333,58.26041667,8.629479167,20.214,2007,Sep,0.011,EN,58.26041667
9/24/2007,267,0.319,0.275,-0.876,0.501,8.758,2.387,-0.538,0.319,0.319,0.982,-0.876,7.498,7.503,7.664505124,52942.864,47.6485776,15.171,0.495,844.5555553,486.4479167,862.2536458,8.4921875,19.388,2007,Sep,-0.005,EN,862.2536458
9/25/2007,268,0.391,0.267,-0.213,0.384,7.515,2.263,-0.524,0.391,0.391,0.752,-0.213,7.741,7.743,7.717574716,52169.52,46.952568,15.15,0.494,847.6040214,450.125,946.2993333,8.692395833,19.068,2007,Sep,-0.002,EN,946.2993333
9/26/2007,269,0.481,0.271,-0.209,0.38,7.093,1.97,-0.532,0.481,0.481,0.745,-0.209,7.811,7.805,7.763629289,51545.104,46.3905936,14.908,0.49,847.1849362,374.1458333,173.1130208,8.729270833,18.824,2007,Sep,0.006,EN,173.1130208
9/27/2007,270,0.429,0.259,-0.378,0.386,6.883,1.915,-0.509,0.429,0.429,0.757,-0.378,7.75,7.747,7.715059242,42744.208,38.4697872,14.75,0.487,847.6418475,352.8541667,68.9375,8.735833333,18.993,2007,Sep,0.003,EN,68.9375
